,Address,Contact,Email,Name,TA_Link
27,"Jl. Setia Budi Selatan No 7 MD Place building. 12th floor Setiabudi Jakarta Selatan, Jakarta 12910 Indonesia",+62 21 29040777,Info@akirabackindonesia.com,Akira Back,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6982731-Reviews-Akira_Back-Jakarta_Java.html
28,"Jl. Tebet Timur Dalam II no. 43, Jakarta 12820 Indonesia",+62 21 83702402,smarapuraresto@gmail.com,Smarapura Resto,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3250420-Reviews-Smarapura_Resto-Jakarta_Java.html
29,"Jl. Asia Afrika Hotel Mulia Senayan, Jakarta 10270 Indonesia",+62 21 5747777,cafe@hotelmulia.com,The Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d2305894-Reviews-The_Cafe-Jakarta_Java.html
30,"Said Kav X-O Jl. HR Rasuna Gran Melia Hotel 2nd floor, Jakarta 12950 Indonesia",+62 21 5268080,,Yoshi Izakaya,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4234206-Reviews-Yoshi_Izakaya-Jakarta_Java.html
31,"Jl. Tentara Pelajar Blok D25-26 Rukan Permata Senayan, Jakarta 12210 Indonesia",+62 21 57940821,planb.spanishresto@gmail.com,Plan B,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3729107-Reviews-Plan_B-Jakarta_Java.html
32,"Jl. Prof. DR. Satrio Kav. 11 Ascott Sudirman Jakarta, Jakarta 12930 Indonesia",+62 21 50837888,booking@pal8jakarta.com,PAL8,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d17376898-Reviews-PAL8-Jakarta_Java.html
33,"Jl. Asia Afrika Hotel Mulia Senayan, Jakarta 10270 Indonesia",+62 21 5753274,edogin@hotelmulia.com,Edogin Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4233498-Reviews-Edogin_Restaurant-Jakarta_Java.html
34,"Jln. Surabaya 20, Jakarta 10310 Indonesia",+62 21 31923698,contact@giyanticoffeeroastery.com,Giyanti Coffee Roastery,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3929202-Reviews-Giyanti_Coffee_Roastery-Jakarta_Java.html
35,"Jl. M.H. Thamrin No. 28 - 30 Plaza Indonesia 1st Floor, Jakarta 10350 Indonesia",+62 21 29924217,lamoda@luxurycollection.com,La Moda,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8547815-Reviews-La_Moda-Jakarta_Java.html
36,"Jl. M.H. Thamrin no. 81 Mandarin Oriental Hotel, Jakarta 10310 Indonesia",+62 21 29938823,mojkt-cakeshop@mohg.com,Cinnamon,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4266028-Reviews-Cinnamon-Jakarta_Java.html
37,"Jl. Asia Afrika Hotel Mulia Senayan, Jakarta 10270 Indonesia",+62 21 5747777,ilmare@hotelmulia.com,il Mare,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d787712-Reviews-Il_Mare-Jakarta_Java.html
38,"Jl. Cipete II no. 1, Jakarta 12410 Indonesia",+62 21 7667000,,Rumah Makan Pagi Sore,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4234077-Reviews-Rumah_Makan_Pagi_Sore-Jakarta_Java.html
39,"Jl. Jendral Sudirman 1 Shangri-La Hotel, Jakarta 10220 Indonesia",+62 21 29229999,fbreservation.slj@shangri-la.com,Satoo,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d798449-Reviews-Satoo-Jakarta_Java.html
40,"Jl. Pegangsaan Timur no. 17, Jakarta 10310 Indonesia",+62 21 31904433,,"OPEN}, Doubletree by Hilton",https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6956689-Reviews-OPEN_Doubletree_by_Hilton-Jakarta_Java.html
41,"Jl. Teuku Umar 1, Jakarta 10350 Indonesia",+62 21 3900899,kunstkring@tuguhotels.com,Tugu Kunstkring Paleis,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4540989-Reviews-Tugu_Kunstkring_Paleis-Jakarta_Java.html
42,"Jl. MH. Thamrin Kav. 28 - 30 Altitude, The Plaza 46th Floor, Jakarta 10350 Indonesia",+62 878-7556-4758,oso@altitude.co.id,OSO Ristorante,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4306875-Reviews-OSO_Ristorante-Jakarta_Java.html
43,"Jl. Asia Afrika Hotel Mulia Senayan, Jakarta 10270 Indonesia",+62 21 5747777,orient8@hotelmulia.com,Orient8,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6652021-Reviews-Orient8-Jakarta_Java.html
44,"Jl. Veteran 1 no. 18-19, Jakarta Indonesia",+62 21 70602256,dapurbabah@tuguhotels.com,Dapur Babah Elite,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d917287-Reviews-Dapur_Babah_Elite-Jakarta_Java.html
45,"Jl. Asia Afrika no. 8 Fairmont Hotel, Jakarta 10270 Indonesia",+62 21 29703333,,K22 Bar,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d10324023-Reviews-K22_Bar-Jakarta_Java.html
46,"Jl. Asia Afrika Hotel Mulia Senayan, Jakarta 10270 Indonesia",+62 21 5753271,table8@hotelmulia.com,Table8,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d2170823-Reviews-Table8-Jakarta_Java.html
47,"Jl. Jendral Sudirman Kav 86 Lobby Level Grand Sahid Jaya Hotel, Jakarta 10220 Indonesia",+62 21 5704444,bengawansolo@grandsahidjaya.com,Bengawan Solo Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7033771-Reviews-Bengawan_Solo_Restaurant-Jakarta_Java.html
48,"Jln. Krekot Bunder Raya no. 65, Jakarta 10710 Indonesia",+62 21 3858992,,Rumah Makan Medan Baru,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7033747-Reviews-Rumah_Makan_Medan_Baru-Jakarta_Java.html
49,"Sudirman 7.8 Mercedes Benz Showroom beside Menara Astra, Jakarta 10240 Indonesia",,info@tanameracoffee.com,Tanamera Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5970370-Reviews-Tanamera_Coffee-Jakarta_Java.html
50,"Jln. Cipaku I, Jakarta 12170 Indonesia",+62 21 98521722,,Sate Padang Ajo Ramon,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3964025-Reviews-Sate_Padang_Ajo_Ramon-Jakarta_Java.html
51,"Jl. Pegangsaan Barat/Timur no. 21 Metropole XXI, Jakarta 10310 Indonesia",+62 21 3156458,feedback@starbucks.co.id,Starbucks Metropole,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d9883879-Reviews-Starbucks_Metropole-Jakarta_Java.html
52,"Jl. Jend Sudirman Kav 54-55 Pacific Place Unit G-05 SCBD Lot 3-5, Jakarta 12190 Indonesia",+62 21 57973055,customer.care@hardrockcafe-jakarta.com,Hard Rock Cafe Jakarta,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d2189007-Reviews-Hard_Rock_Cafe_Jakarta-Jakarta_Java.html
53,"MidPlaza 2, Lower Ground Floor Jl. Jend Sudirman Kav. 10-11, Jakarta Indonesia",+62 21 5706210,info@kawanointl.com,The Grill,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4104538-Reviews-The_Grill-Jakarta_Java.html
54,"Jl. M.H. Thamrin no. 1 56th Floor, Menara BCA, Jakarta 11610 Indonesia",+62 21 23586996,skye.guestrelation@ismayagroup.com,SKYE Bar & Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3314043-Reviews-SKYE_Bar_Restaurant-Jakarta_Java.html
55,"Jl. MH. Thamrin Kav. 28 - 30 The Plaza 46th Floor, Jakarta 10350 Indonesia",+62 21 29922448,altitudegrill@altitude.co.id,Altitude Grill,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4089966-Reviews-Altitude_Grill-Jakarta_Java.html
56,"Jln. Gunawarman 32 Kebayoran Baru, Jakarta 12110 Indonesia",+62 21 72795846,yanti@turkuazrst.com,Turkuaz Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3156141-Reviews-Turkuaz_Restaurant-Jakarta_Java.html
57,"Kav. 57 Jl. MH. Thamrin Permata Plaza, Jakarta 10350 Indonesia",+62 21 3903287-88,info@queenstandoor.com,Queen's Tandoor,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d899384-Reviews-Queen_s_Tandoor-Jakarta_Java.html
58,"Jln. Metro Pondok Indah Pondok Indah Mall 1, 2 Floor, Jakarta 12310 Indonesia",+62 21 7506881,,Bakmi GM,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d940228-Reviews-Bakmi_GM-Jakarta_Java.html
59,"Jl. Dr Kusuma Atmaja no. 77-79, Jakarta 10310 Indonesia",+62 21 22393256,reservations.jakarta@kaum.com,Kaum Jakarta,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d12458885-Reviews-Kaum_Jakarta-Jakarta_Java.html
60,"Jln. Setiabudi Tengah no. 11, Jakarta 12910 Indonesia",+62 21 5252605,sales@warungmjs.com,Mbah Jingkrak (MJS),https://www.tripadvisor.com.my//Restaurant_Review-g294229-d779026-Reviews-Mbah_Jingkrak_MJS-Jakarta_Java.html
61,"Jl Hang Lekir No. 1, Jakarta Indonesia",+62 21 7226683,info@beautika.net,Beautika,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d815233-Reviews-Beautika-Jakarta_Java.html
62,"Jl. DR. Ide Anak Agung Gde Agung, Kav. E 1.2 no. 1-2 Kawasan Mega Kuningan, Jakarta 12950 Indonesia",+62 21 57988888,,Sailendra Restaurant - JW Marriott Hotel Jakarta,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d950598-Reviews-Sailendra_Restaurant_JW_Marriott_Hotel_Jakarta-Jakarta_Java.html
63,"Jl. Salemba, Jakarta 10270 Indonesia",+62 21 25554150,,Sate Khas Senayan,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1182768-Reviews-Sate_Khas_Senayan-Jakarta_Java.html
64,"Jl. Lingkar Mega Kuningan Kav 3-5 Bellagio Boutique Mall, GF 16 Kawasan Mega Kuningan, Jakarta 12950 Indonesia",+62 21 30029975,info@theroyalkitchenjakarta.com,The Royal Kitchen Bellagio Boutique Mall,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6173436-Reviews-The_Royal_Kitchen_Bellagio_Boutique_Mall-Jakarta_Java.html
65,"Jalan Sabang Or Agus Salim No. 16a. Kebon Sirih Jakarta Pusat, Jakarta 10340 Indonesia",+62 21 31934438,wasis@kopitiamoey.com,Kopitiam Oey Sabang,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d2183397-Reviews-Kopitiam_Oey_Sabang-Jakarta_Java.html
66,"Jl. Pecenongan Raya no. 671, Jakarta 10120 Indonesia",+62 21 3865688,,Bubur Kwang Tung,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6173092-Reviews-Bubur_Kwang_Tung-Jakarta_Java.html
67,"Jl. Kemang Raya no. 18A, Jakarta 12730 Indonesia",+62 21 29055899,,Warung Turki by Turkuaz,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8461986-Reviews-Warung_Turki_by_Turkuaz-Jakarta_Java.html
68,"Jln. M.H. Thamrin No. 1, Jakarta 10310 Indonesia",+62 21 23581818,info@ismayagroup.com,Social House,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1201484-Reviews-Social_House-Jakarta_Java.html
69,"Diponegoro St. no. 21 Kompleks Bioskop Metropole 21, Jakarta 10320 Indonesia",+62 21 3910921,,Pempek Megaria,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d2025231-Reviews-Pempek_Megaria-Jakarta_Java.html
70,"Jln. Muardi I 8-3, Jakarta 11450 Indonesia",+62 21 5605139,suwono_m@yahoo.co.id,Depot Surabaya,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4233520-Reviews-Depot_Surabaya-Jakarta_Java.html
71,"Jl. Dr. Ide Anak Agung Gde Agung, Kav. E 1.2, No. 1 & 2, Kawasan Mega Kuningan JW Marriot, Jakarta 12950 Indonesia",+62 5798 8992,,Pearl Chinese Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6705903-Reviews-Pearl_Chinese_Restaurant-Jakarta_Java.html
72,"Jln. Lapangan Banteng Selatan, Jakarta 10710 Indonesia",+62 622 13805555,welcome@hotelborobudur.com,Bogor Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1090473-Reviews-Bogor_Cafe-Jakarta_Java.html
73,"Jl. Raya Boulevard Barat Kelapa Gading Square, Blok 35, Jakarta 12420 Indonesia",+62 21 45866333,cs@angke.com,Angke Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4233168-Reviews-Angke_Restaurant-Jakarta_Java.html
74,"Jln. M.H. Thamrin 28 - 30, Jakarta 10350 Indonesia",+62 21 29922448,,Enmaru,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6276891-Reviews-Enmaru-Jakarta_Java.html
75,"Jln. New Delhi No. 9 Plaza Senayan Arcadia Ground Floor, Jakarta 10270 Indonesia",+62 21 57901288,,Din Tai Fung,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d779029-Reviews-Din_Tai_Fung-Jakarta_Java.html
76,"Jln. M.H. Thamrin no. 1 Grand Indonesia, East Mall, LG Floor, Shop Unit #EM-LG 37-39, Jakarta 10110 Indonesia",+62 21 23581238,,Benedict,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7679430-Reviews-Benedict-Jakarta_Java.html
77,"SCBD Lot 11, Jl. Jenderal Sudirman Kavling 52 - 53, Jakarta 12190 Indonesia",+62 21 50808766,jakarta@hakkasan.com,Hakkasan Jakarta,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d16493880-Reviews-Hakkasan_Jakarta-Jakarta_Java.html
78,"Jl. Zaenal Arifin (d/h. Ketapang Raya) Komplek Ketapang Indah Blok B1/1, Jakarta 14440 Indonesia",+62 21 6343030,hardy@angke.com,Angke Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1069211-Reviews-Angke_Restaurant-Jakarta_Java.html
79,"Jl. Jenderal Sudirman Kav 18-20 Le Meridien Jakarta, Jakarta 10220 Indonesia",+62 21 2513131,dining.jakarta@lemeridien.com,Tiga Puluh Music Bar + Lounge,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1918476-Reviews-Tiga_Puluh_Music_Bar_Lounge-Jakarta_Java.html
80,"Jln. KH Wahid Hasyim 127, Jakarta 10240 Indonesia",+62 21 31936868,info@wahakitchen.com,Waha Kitchen,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6354450-Reviews-Waha_Kitchen-Jakarta_Java.html
81,"Jln. Kuningan Barat Komplek Rasuna Epicentrum, Jakarta 12710 Indonesia",+62 21 29941660,bluegrassjkt@bluegrassjakarta.com,Bluegrass,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3155996-Reviews-Bluegrass-Jakarta_Java.html
82,"Jl. Kemang Raya no. 58, Jakarta 12730 Indonesia",+62 21 71791592,info@mammarosy.com,Mamma Rosy,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4472190-Reviews-Mamma_Rosy-Jakarta_Java.html
83,"Puri Indah Mall 2nd floor, Jakarta Indonesia",+62 21 5822459,,Kintan Buffet,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d12011573-Reviews-Kintan_Buffet-Jakarta_Java.html
84,"Jln. Karet Pedurenan Mesjid no. 3 Hotel Rasuna Icon , Rooftop, Karet Kuningan, Jakarta 12940 Indonesia",+62 21 5201642,skygarden@rasunaiconjakarta.com,Sky Garden Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6989879-Reviews-Sky_Garden_Cafe-Jakarta_Java.html
85,"Jalan Surabaya 22, Jakarta 10310 Indonesia",+62 21 3900150,umarmenteng@yahoo.co.id,Cali Deli & Madame Ching,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6475776-Reviews-Cali_Deli_Madame_Ching-Jakarta_Java.html
86,"Jalan Jendral Sudirman Kav 45-46 Sampoerna Strategic Square, Groud Floor, Jakarta 12930 Indonesia",+62 21 57953300,gia.guestrelation@ismayagroup.com,Gia,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7701021-Reviews-Gia-Jakarta_Java.html
87,"Jl. Jend Sudirman Kav 18-20 Le Meridien Hotel, Tanah Abang, Jakarta 10210 Indonesia",+62 21 2513131,dining.jakarta@lemeridien.com,Le Rendezvous Lounge and Bar,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6165956-Reviews-Le_Rendezvous_Lounge_and_Bar-Jakarta_Java.html
88,"Kav. 52-53 JL. Jend. Sudirman The Energy Building, 2nd Floor SCBD Lot 11A, Jakarta 12190 Indonesia",+62 21 2505064,cheffounder@amuzgourmet.com,Amuz,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d2157565-Reviews-Amuz-Jakarta_Java.html
89,"Jl. Ampera Raya no. 127, Jakarta 12550 Indonesia",+62 822-9911-9957,theshabuhachi@gmail.com,Shabu Hachi,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8674531-Reviews-Shabu_Hachi-Jakarta_Java.html
90,"Jln. Teuku Cikditiro 4 Tugu Hotel, Jakarta 10350 Indonesia",+62 21 3153252,laradjonggrang@tuguhotels.com,Lara Djonggrang,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1101567-Reviews-Lara_Djonggrang-Jakarta_Java.html
91,"Lot 11, Jl. Jenderal Sudirman Kav. 52 - 53 Alila SCBD,, Jakarta 12190 Indonesia",+62 21 50808787,info@vongkitchen.com,Vong Kitchen,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d13847044-Reviews-Vong_Kitchen-Jakarta_Java.html
92,"Jl. Asia Afrika no. 8 Plaza Senayan level 1 unit 109A, Jakarta 10270 Indonesia",+62 21 5725276,,TWG Tea at Plaza Senayan,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4366294-Reviews-TWG_Tea_at_Plaza_Senayan-Jakarta_Java.html
93,"Kelapa Gading, Jakarta Indonesia",+62 21 45846930,,212 Wiro Sableng,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d950688-Reviews-212_Wiro_Sableng-Jakarta_Java.html
94,"Jl. Pangeran Antasari 36 Lippo Mall Kemang, Lt. 1 Unit 18-19, Jakarta 12150 Indonesia",+62 21 29528467/ 68,,The Duck King,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d850076-Reviews-The_Duck_King-Jakarta_Java.html
95,"Jl. Lingkar Mega Kuningan E4.2 No.1 Oakwood Premier Cozmo,, Jakarta 12950 Indonesia",+62 21 25542378,info@loewyjakarta.com,Loewy,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1068740-Reviews-Loewy-Jakarta_Java.html
96,"Kav. 44-46 Jln. Jendral Sudirman 9th Floor, Centre Park Building Gedung BRI II, Jakarta 10210 Indonesia",+62 21 5719415,pawan.b@ganeshaeksanskriti.com,Ganesha Ek Sanskriti BRI II,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d2146418-Reviews-Ganesha_Ek_Sanskriti_BRI_II-Jakarta_Java.html
97,"Jl. M.H. Thamrin No.1 Grand Indonesia, West Mall - Lt. 3A, Jakarta 10310 Indonesia",+62 811-3248-819,,Marugame Udon & Tempura Grand indonesia,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7224290-Reviews-Marugame_Udon_Tempura_Grand_indonesia-Jakarta_Java.html
98,"Jl. MH Thamrin Kav 28-30 Grand Hyatt Jakarta 4th Floor, Jakarta 10350 Indonesia",+62 21 29921383,Cs.ghjakarta@hyatt.com,C's Steak and Seafood Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d858146-Reviews-C_s_Steak_and_Seafood_Restaurant-Jakarta_Java.html
