,Address,Contact,Email,Name,TA_Link
36,"J. Quintos Ground Floor, Ramon Magsaysay Commercial Complex, Manila, Luzon 1004 Philippines",+63 2 708 2366,advocafe@yahoo.com,Advocafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d8737897-Reviews-Advocafe-Manila_Metro_Manila_Luzon.html
37,"Arroceros Upper Ground Floor, SM City Manila, Manila, Luzon 1000 Philippines",+63 2 244 5300,,Mary Grace Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d13796062-Reviews-Mary_Grace_Cafe-Manila_Metro_Manila_Luzon.html
38,"M. Adriatico Street corner Pedro Gil Avenue Level 1 Robinsons Place Manila, Manila, Luzon Philippines",,,Early Bird Breakfast Club,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d15813604-Reviews-Early_Bird_Breakfast_Club-Manila_Metro_Manila_Luzon.html
39,"Dapitan Street corner Asturias Street, Manila, Luzon 1015 Philippines",+63 2 562 2630,cs@iagc.ph,Boulangerie 22 - Dapitan UST,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d13392460-Reviews-Boulangerie_22_Dapitan_UST-Manila_Metro_Manila_Luzon.html
40,"Megamall Ortigas, Manila, Luzon Philippines",,,Blenz Cofee,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d2705815-Reviews-Blenz_Cofee-Manila_Metro_Manila_Luzon.html
41,"1404, Broadview Towers, Mayhaligue Street, Santa Cruz,, Manila, Luzon Philippines",,,Infinitea,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d4300362-Reviews-Infinitea-Manila_Metro_Manila_Luzon.html
42,"Lacson Avenue Upper Ground Floor - Sm San Lazaro Mall, Manila, Luzon 4024 Philippines",7862667,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d9744827-Reviews-Starbucks-Manila_Metro_Manila_Luzon.html
43,"1970 Leon Guinto Street, Manila, Luzon 1004 Philippines",,sweetavenuecafe@gmail.com,Sweet Avenue Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d12652950-Reviews-Sweet_Avenue_Cafe-Manila_Metro_Manila_Luzon.html
44,"2125 Legarda Street, Quiapo Second Floor, Gordi Plaza, Manila, Luzon Philippines",+63 917 833 5017,,Amo Yamie Crib Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d12166190-Reviews-Amo_Yamie_Crib_Coffee-Manila_Metro_Manila_Luzon.html
45,"Lobby, United States Embassy 1201 Roxas Boulevard, Ermita, Manila, Luzon Philippines",+63 2 550 1142,,Gloria Jean's Coffees,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d2154091-Reviews-Gloria_Jean_s_Coffees-Manila_Metro_Manila_Luzon.html
46,"Ground Floor, Lucky Chinatown Binondo, Manila, Luzon Philippines",,,UCC Coffee Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d4699459-Reviews-UCC_Coffee_Cafe-Manila_Metro_Manila_Luzon.html
47,"1233 Barlin Street Corner P. Noval, Manila, Luzon 1008 Philippines",+63 9865451,cafeukco@yahoo.com,Cafe-UK Co,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d7312045-Reviews-Cafe_UK_Co-Manila_Metro_Manila_Luzon.html
48,"Grand Tower, Pablo Ocampo Sr., Avenue, Malate, Manila, Luzon 1004 Philippines",,,D'Cream Coffee & Tea,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d4508351-Reviews-D_Cream_Coffee_Tea-Manila_Metro_Manila_Luzon.html
49,"Unit 205 2F Manila Ocean Park, Manila, Luzon Philippines",7360457,,Linsanitea Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d7615704-Reviews-Linsanitea_Cafe-Manila_Metro_Manila_Luzon.html
50,"Taft Ave. corner Castro St. and Fidel Reyes St Unit 12 G/F Green Podium, One Archer's Place, Manila, Luzon Philippines",+63 2 724 0621,,The Coffee Bean & Tea Leaf,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d7603279-Reviews-The_Coffee_Bean_Tea_Leaf-Manila_Metro_Manila_Luzon.html
51,"Leon Guinto Street, Malate, Manila, Luzon 1004 Philippines",+63 915 508 0023,,Infinitea,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d4300357-Reviews-Infinitea-Manila_Metro_Manila_Luzon.html
52,"Lower Ground Floor, SM City Manila Corner Natividad Almeda-Lopez, A. Villegas and San Marcelino Streets, Manila, Luzon Philippines",,,Country Style Bakery,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d2174669-Reviews-Country_Style_Bakery-Manila_Metro_Manila_Luzon.html
53,"Lower Ground Floor, SM City Manila Corner Natividad Almeda-Lopez, A. Villegas and San Marcelino Streets, Manila, Luzon Philippines",,,Salazar Bakery,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d2174928-Reviews-Salazar_Bakery-Manila_Metro_Manila_Luzon.html
54,"Taft Avenue 2nd flr. University Mall, Manila, Luzon 1004 Philippines",+63 917 498 8353,,TableTaft Boardgame Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d13479526-Reviews-TableTaft_Boardgame_Cafe-Manila_Metro_Manila_Luzon.html
55,"812 Recto Avenue, Manila, Luzon 1015 Philippines",,inquiries@coffeebean.com.ph,The Coffee Bean & Tea Leaf,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d11949721-Reviews-The_Coffee_Bean_Tea_Leaf-Manila_Metro_Manila_Luzon.html
56,"Glorietta 4, East Drive Ayala Center, Makati City, Manila, Luzon Philippines",+63 2 533 9921,,Dunkin' Donuts Glorietta,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d7607551-Reviews-Dunkin_Donuts_Glorietta-Manila_Metro_Manila_Luzon.html
57,"Lotus Garden Hotel Annex,1227 A Mabini Street Ermita, Manila, Luzon Philippines",,,Ibarra's Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d2311434-Reviews-Ibarra_s_Cafe-Manila_Metro_Manila_Luzon.html
58,"Burke Plaza Corner San Fernando and Santo Cristo Streets, Manila, Luzon 0905 Philippines",,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d1754173-Reviews-Starbucks-Manila_Metro_Manila_Luzon.html
59,"Espana Boluveard Santa Cruz,, Manila, Luzon Philippines",,,Goldilocks,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d4302004-Reviews-Goldilocks-Manila_Metro_Manila_Luzon.html
60,"White Knight Hotel Intramuros Plaza san Luis Complex, Corner Cabildo and Urdaneta Streets, Manila, Luzon Philippines",+63 2 526 6539,,Coco Bango Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d2063064-Reviews-Coco_Bango_Cafe-Manila_Metro_Manila_Luzon.html
61,"2 Harbour Square, Blk 2 Unit 2101 Level Malate, Manila, Luzon Philippines",+63 2 846 7354,,Zucchero Cafe Resto Bar,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d4039795-Reviews-Zucchero_Cafe_Resto_Bar-Manila_Metro_Manila_Luzon.html
62,"31st Street, Manila, Luzon Philippines",,,Kuppa makati,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d5524097-Reviews-Kuppa_makati-Manila_Metro_Manila_Luzon.html
63,"Ground Floor, Emerald Building 14 Emerald Avenue, Manila, Luzon Philippines",,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d1754174-Reviews-Starbucks-Manila_Metro_Manila_Luzon.html
64,"Greenbelt 3, Makati, Luzon Philippines",,,Cafe Breton,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d778207-Reviews-Cafe_Breton-Makati_Metro_Manila_Luzon.html
65,"1325 Tesoro's Building A. Mabini Street, Ermita, Manila, Luzon 1004 Philippines",+63 2 254 3527,mabinisrestaurant@gmail.com,Mabini's Kainan Kapihan Tindahan,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d16875024-Reviews-Mabini_s_Kainan_Kapihan_Tindahan-Manila_Metro_Manila_Luzon.html
66,"J Bocobo St Birch Tower, Malate, Manila, Luzon Philippines",+63 2 522 8453,,La Regentzy Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d8806741-Reviews-La_Regentzy_Cafe-Manila_Metro_Manila_Luzon.html
67,"Ground Floor, Midtown Atrium, Robinsons Place Mall Ermita, Manila, Luzon Philippines",3545273,,Red Mango Frozen Yoghurt,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d10459254-Reviews-Red_Mango_Frozen_Yoghurt-Manila_Metro_Manila_Luzon.html
68,"G/F Greenbelt 3 Ayala Center, Makati, Luzon Philippines",6327574370,,Cafe Havana,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d1501754-Reviews-Cafe_Havana-Makati_Metro_Manila_Luzon.html
69,"1st Floor, Greenbelt 2, Ayala Center Legaspi Street, Makati, Luzon Philippines",7572498,,Bizu,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d2102449-Reviews-Bizu-Makati_Metro_Manila_Luzon.html
70,"5022 P. Burgos Entrance on Kalayaan Ave, Makati, Luzon 1210 Philippines",+63 2 896 7720,thekismetcafe@gmail.com,The Kismet Cafe & Wellness Market,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d7742880-Reviews-The_Kismet_Cafe_Wellness_Market-Makati_Metro_Manila_Luzon.html
71,"111 Rada Street Legaspi Village, Makati, Luzon 1223 Philippines",+63 2 833 9799,,Wildflour Cafe and Bakery,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d10842049-Reviews-Wildflour_Cafe_and_Bakery-Makati_Metro_Manila_Luzon.html
72,"Connecticut Street Carpark Greenhills Shopping Complex, Greenhills, Manila, Luzon Philippines",,,Subway,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d2074522-Reviews-Subway-Manila_Metro_Manila_Luzon.html
73,"A Venue, Makati, Luzon Philippines",+63 2 750 9946,,Crepe Amelie,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d7599483-Reviews-Crepe_Amelie-Makati_Metro_Manila_Luzon.html
74,"Ayala Triangle Gardens Ayala Avenue, Makati, Luzon Philippines",+63 2 756 2675,,Banapple,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d1948255-Reviews-Banapple-Makati_Metro_Manila_Luzon.html
75,"Ground Floor, 6750 Ayala Avenue, Makati, Luzon Philippines",+63 2 812 3395,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d2154086-Reviews-Starbucks-Makati_Metro_Manila_Luzon.html
76,"137 D. Tuazon Street Between Simoun and Calamba Streets, Quezon City, Luzon 1114 Philippines",,,Barneys Burger,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d10250675-Reviews-Barneys_Burger-Quezon_City_Metro_Manila_Luzon.html
77,"2nd Floor Landmark Dept. Store Ayala Center Makati, Makati, Luzon Philippines",817-9720,,Cafe Via Mare,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d1147666-Reviews-Cafe_Via_Mare-Makati_Metro_Manila_Luzon.html
78,"Hight Street Serendra, Manila, Luzon Philippines",+63 2 909 7012,,Chelsea Grand Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d11980039-Reviews-Chelsea_Grand_Cafe-Manila_Metro_Manila_Luzon.html
79,"16 Mother Ignacia Norfil Foundation Building, Corner Don Roces Avenue, Quezon City, Luzon 1103 Philippines",+63 2 718 1231,paraapinoy@gmail.com,Zaan Japanese Tea House,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d7618642-Reviews-Zaan_Japanese_Tea_House-Quezon_City_Metro_Manila_Luzon.html
80,"Amoranto Street, Santo Domingo,, Quezon City, Luzon Philippines",,,Gong Cha Sto Domingo,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d4283590-Reviews-Gong_Cha_Sto_Domingo-Quezon_City_Metro_Manila_Luzon.html
81,"Chino Roces Avenue Ground Floor, Old BPI Building, Plaza Lorenzo Ruiz, Manila, Luzon 1231 Philippines",,feedback@pancakehouse.com.ph,Pancake House,https://www.tripadvisor.com.my//Restaurant_Review-g298573-d10183593-Reviews-Pancake_House-Manila_Metro_Manila_Luzon.html
82,"E Rodriguez Sr Avenue, Opposite 7-11 Supermarket, New Manila,, Quezon City, Luzon Philippines",,,Goldilocks,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d4301976-Reviews-Goldilocks-Quezon_City_Metro_Manila_Luzon.html
83,"111 Paseo De Roxas Bldg. Gil St. corner Legazpi St., Makati, Luzon 1223 Philippines",,,Antipodean Manila,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d16707852-Reviews-Antipodean_Manila-Makati_Metro_Manila_Luzon.html
84,"6788 Ayala Avenue G/f Security Bank Building, Makati, Luzon 4119 Philippines",856-4751,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d2154090-Reviews-Starbucks-Makati_Metro_Manila_Luzon.html
85,"Greenbelt 5, Ayala Center, Makati, Luzon Philippines",,,Twg Manila,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d4283506-Reviews-Twg_Manila-Makati_Metro_Manila_Luzon.html
86,"Trinoma Mall Ground Level, Quezon City, Luzon Philippines",+63 2 916 9003,,Cafe Mary Grace,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d2030829-Reviews-Cafe_Mary_Grace-Quezon_City_Metro_Manila_Luzon.html
87,"7602 Sacred Heart St, corner Metropolitan Ave, San Antonio Village, Makati, Luzon Philippines",+63 2 623 1539,,Patisserie Bebe Rouge,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d6079119-Reviews-Patisserie_Bebe_Rouge-Makati_Metro_Manila_Luzon.html
88,"E. Rodriguez Avenue Level 2, Eastwood, Quezon City, Luzon Philippines",+63 2 709 2446,,La Creperie,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d2006382-Reviews-La_Creperie-Quezon_City_Metro_Manila_Luzon.html
89,"125 L. P. Leviste, Makati, Luzon 1209 Philippines",+63 942 582 4946,,La Creperie Moderne,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d7346833-Reviews-La_Creperie_Moderne-Makati_Metro_Manila_Luzon.html
90,"3rd Level, Greenbelt 3, Makati, Luzon Philippines",(632) 635-2132,,Figaro Coffee Company,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d2002526-Reviews-Figaro_Coffee_Company-Makati_Metro_Manila_Luzon.html
91,"57 Mother Ignacia St., Quezon City, Luzon 1103 Philippines",+63 939 923 8864,hillsidecafeph@gmail.com,Hillside Cafe and Juice Bar,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d8602822-Reviews-Hillside_Cafe_and_Juice_Bar-Quezon_City_Metro_Manila_Luzon.html
92,"Paseo de Roxas cor. Legaspi St. Ayala Center, Greenbelt, Makati, Luzon Philippines",+63 2 757 4122,,Seattle's Best Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d2405666-Reviews-Seattle_s_Best_Coffee-Makati_Metro_Manila_Luzon.html
93,"4726 Salamanca cnr. Eduque St Brgy. Poblacion, Makati, Luzon 1210 Philippines",,,Mr. Park’s Bread & Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d13190021-Reviews-Mr_Park_s_Bread_Cafe-Makati_Metro_Manila_Luzon.html
94,"Seaside Boulevard Building F, Unit 7-8, Moa Complex, Pasay, Luzon 1300 Philippines",+63 917 541 8294,,LIZZY LATTE CAFE,https://www.tripadvisor.com.my//Restaurant_Review-g298452-d8398160-Reviews-LIZZY_LATTE_CAFE-Pasay_Metro_Manila_Luzon.html
95,"Ayala Center Level 2 Greenbelt Drive, Makati, Luzon 1223 Philippines",,,Bench Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d15672589-Reviews-Bench_Cafe-Makati_Metro_Manila_Luzon.html
96,"Corner 4th Avenue and 26th Street Ground Floor, Net Lima Building, Fort Bonifacio Global City, Taguig City, Luzon Philippines",+63 2 856 7600,,Wildflour Cafe and Bakery,https://www.tripadvisor.com.my//Restaurant_Review-g1758900-d3377344-Reviews-Wildflour_Cafe_and_Bakery-Taguig_City_Metro_Manila_Luzon.html
97,"Valero Street, Makati, Luzon Philippines",+63 998 888 5477,info@kissthetiramisu.com.ph,Kiss The Tiramisu,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d15752287-Reviews-Kiss_The_Tiramisu-Makati_Metro_Manila_Luzon.html
98,"116 Perea Street Legaspi Village, Makati, Luzon 1229 Philippines",+63 2 556 9655,psst@localedition.ph,Local Edition Coffee and Tea,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d10247996-Reviews-Local_Edition_Coffee_and_Tea-Makati_Metro_Manila_Luzon.html
99,"Eugenio Lopez Drive Ground Floor, Wil Tower, Eugenio Lopez Drive, South Triangle, Tomas Morato, Quezon City, Luzon Philippines",+63 2 246 9069,,Coffee Project,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d10274559-Reviews-Coffee_Project-Quezon_City_Metro_Manila_Luzon.html
100,"22 Jupiter St., Bel Air, Makati, Luzon Philippines",8230960,,Yamato Bakery Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d5994875-Reviews-Yamato_Bakery_Cafe-Makati_Metro_Manila_Luzon.html
101,"Ground Floor, Insular Life Building Corner Ayala Avenue and Paseo de Roxas Street, Makati, Luzon Philippines",63 2 893 6714,,Starbucks - Insular Life Building,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d2155575-Reviews-Starbucks_Insular_Life_Building-Makati_Metro_Manila_Luzon.html
102,"1331 Angono Street, Makati, Luzon 1210 Philippines",+63 2 899 5410,,Pivo Praha,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d14061875-Reviews-Pivo_Praha-Makati_Metro_Manila_Luzon.html
103,"Timog, Quezon City, Luzon Philippines",,,Cafe Breton,https://www.tripadvisor.com.my//Restaurant_Review-g298574-d1067265-Reviews-Cafe_Breton-Quezon_City_Metro_Manila_Luzon.html
104,"Valero St. G21 124 Valero Plaza, Salcedo Village, Makati, Luzon 1227 Philippines",+63 2 949 4335,,Johann Coffee and Beverages,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d12154661-Reviews-Johann_Coffee_and_Beverages-Makati_Metro_Manila_Luzon.html
105,"G/F Multinational Bancorp Center Valero Access Road 4, Makati, Luzon Philippines",+63 2 511 1435,,Caffe Bene,https://www.tripadvisor.com.my//Restaurant_Review-g298450-d7900341-Reviews-Caffe_Bene-Makati_Metro_Manila_Luzon.html
