,Address,Contact,Email,Name,TA_Link
20,"Jl. HR Rasuna Said Jln. Patra Kuningan Plaza Festival, Parkir Selatan, Jakarta 12920 Indonesia",+62 21 52961475,,Lucky Cat Coffee and Kitchen,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d11488955-Reviews-Lucky_Cat_Coffee_and_Kitchen-Jakarta_Java.html
21,"Jln. Kemang no. 10, Jakarta 12160 Indonesia",+62 21 7193587,nabilabajre@yahoo.co.id,Shisha Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d2068862-Reviews-Shisha_Cafe-Jakarta_Java.html
22,"Jl. M.H. Thamrin no. 1, Jakarta 10310 Indonesia",+62 21 23581242,mia@olivierjkt.com,Olivier Restaurant,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8420732-Reviews-Olivier_Restaurant-Jakarta_Java.html
23,"Blok 3 B Jln. Metro Pondok Indah Pondok Indah Mall, Street Gallery, Level 1, Jakarta 12310 Indonesia",+62 21 29529775,info@monolog-coffee.com,Monolog Coffee Company,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7691497-Reviews-Monolog_Coffee_Company-Jakarta_Java.html
24,"Jln. Metro Pondok Indah Pondok Indah Mall 2 Level 3 No. 337 – 338 Restaurant Row, Jakarta 12310 Indonesia",+62 21 75920606,,Pancious Pancake House - PIM 2,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6652068-Reviews-Pancious_Pancake_House_PIM_2-Jakarta_Java.html
25,"Jln. Wijaya I No. 60, Jakarta 12170 Indonesia",+62 21 7209911,,Pand'or,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1083299-Reviews-Pand_or-Jakarta_Java.html
26,"Mall Grand Indonesia, 5th. Floor, Jakarta Indonesia",,,Ron's Laboratory,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5976808-Reviews-Ron_s_Laboratory-Jakarta_Java.html
27,"Jln. Asia Afrika Plaza Senayan, Jakarta 10270 Indonesia",+62 21 57905365,b2b@erickayser.co.id,Eric Kayser Artisan Boulanger,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6528213-Reviews-Eric_Kayser_Artisan_Boulanger-Jakarta_Java.html
28,"Jl. Teuku Cik Ditiro No.40A, Jakarta 10310 Indonesia",+62 21 3105489,,Menteng Hawkers,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d15212981-Reviews-Menteng_Hawkers-Jakarta_Java.html
29,"Jl. M.H. Thamrin no. 1 Grand Indonesia West Mall Level 5, Jakarta 10310 Indonesia",+62 21 23581218,shara.moza@opco-indonesia.com,Warung Koffie Batavia,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6351478-Reviews-Warung_Koffie_Batavia-Jakarta_Java.html
30,"Jl. Kemang Raya 72 unit G, Jakarta 12730 Indonesia",,,Anomali Coffee Kemang,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3749788-Reviews-Anomali_Coffee_Kemang-Jakarta_Java.html
31,"Senayan City Mall, LG Floor unit L-06 B1 Jln Asia Afrika Lot 19, Jakarta 10270 Indonesia",+62 21 29329262,,JJ Royal Bistro,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5037993-Reviews-JJ_Royal_Bistro-Jakarta_Java.html
32,"Jl. Casablanca 88 Office 88, Jakarta 12840 Indonesia",+62 1 500 581,marketing@harvestcakes.com,The Harvest - Deli kota Kasablanka,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3157997-Reviews-The_Harvest_Deli_kota_Kasablanka-Jakarta_Java.html
33,"Jln. Patiunus 4, Jakarta 12120 Indonesia",+62 21 27515536,walkingdrums@yahoo.co.id,Walking Drums,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d9736343-Reviews-Walking_Drums-Jakarta_Java.html
34,"Jl. H.R. Rasuna Said Kav. X-0 Kuningan, Jakarta 12950 Indonesia",+62 21 5268080,elbombon@granmeliajakarta.com,El Bombon - Gran Melia Jakarta,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d10496622-Reviews-El_Bombon_Gran_Melia_Jakarta-Jakarta_Java.html
35,"Jl. M.H. Thamrin no. 28-30 Plaza Indonesia 2F, Jakarta 10350 Indonesia",+62 21 57973464,paulbakeryid@gmail.com,Paul Plaza Indonesia,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8776288-Reviews-Paul_Plaza_Indonesia-Jakarta_Java.html
36,"Jl. HOS. Cokroaminoto no. 91 De Ritz Building, Jakarta Indonesia",+62 21 3906757,,Maple & Oak,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d10845956-Reviews-Maple_Oak-Jakarta_Java.html
37,"Jl. Panglima Polim IV no 14 Kebayoran Baru, Jakarta 12160 Indonesia",+62 21 7395963,hi@betterchocolatethannever.com,betterCHOCOlatethannever,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5562848-Reviews-BetterCHOCOlatethannever-Jakarta_Java.html
38,"Jln. M.H. Thamrin 30 Plaza Indonesia 1st Fl, Jakarta 10350 Indonesia",+62 21 39838805,,Starbucks - Plaza Indonesia,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6662133-Reviews-Starbucks_Plaza_Indonesia-Jakarta_Java.html
39,"Jl. Kwitang Raya no. 14, Jakarta 10420 Indonesia",+62 21 3908608,wattsurcoffee@gmail.com,watt coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7679508-Reviews-Watt_coffee-Jakarta_Java.html
40,"Kav 50 Jln. Jendral Sudirman Plaza Semanggi Mall, Jakarta 12930 Indonesia",+62 21 25535004,,J Co Donuts & Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4192298-Reviews-J_Co_Donuts_Coffee-Jakarta_Java.html
41,"Jl. Benda Raya No. 1C, Jakarta 12560 Indonesia",+62 21 78838291,,Baconerie,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7022271-Reviews-Baconerie-Jakarta_Java.html
42,"Jl. Sunda no. 5, Jakarta 10340 Indonesia",+62 21 3107868,,Hong Kong Cafe,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1012762-Reviews-Hong_Kong_Cafe-Jakarta_Java.html
43,"Jln. Prof.Dr Satrio Ambassador Mall 4F Unit 30, Jakarta 12940 Indonesia",+62 21 5763037,,Toko Kopi Aroma Nusantara,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8797739-Reviews-Toko_Kopi_Aroma_Nusantara-Jakarta_Java.html
44,"Jln. Sumenep no. 9, Jakarta 10310 Indonesia",+62 21 31925799,,Chicory European Patisserie,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7146122-Reviews-Chicory_European_Patisserie-Jakarta_Java.html
45,"Jln. M.H. Thamrin 28- 30 Plaza Indonesia, Jakarta 10350 Indonesia",+62 21 3141979,,Bakerzin Plaza Indonesia,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4261343-Reviews-Bakerzin_Plaza_Indonesia-Jakarta_Java.html
46,"M.H. Thamrin St. 59 Pullman Hotels and Resorts, Jakarta 10350 Indonesia",+62 21 31921111,H8491-FB6@accor.com,Le Chocolat Lounge,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7206850-Reviews-Le_Chocolat_Lounge-Jakarta_Java.html
47,"Jln. Pasir Putih Raya Taman Impian Jaya Ancol, Jakarta 14430 Indonesia",+62 21 68666728,,Le Bridge,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6454348-Reviews-Le_Bridge-Jakarta_Java.html
48,"Jl. Senopati Raya No. 64 Senopati, Jakarta 12190 Indonesia",+62 21 7268898,,Colette & Lola - Senopati,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6475813-Reviews-Colette_Lola_Senopati-Jakarta_Java.html
49,"Jl. Cipete Raya no. 11 Jal.Kemang Selatan I No.20A, Jakarta 12410 Indonesia",+62 21 7656364,,Sophie Authentique,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7898626-Reviews-Sophie_Authentique-Jakarta_Java.html
50,"Jl. Kebon Sirih Timur Dalam no. 37-39, Jakarta 10340 Indonesia",+62 813-1604-4666,mellys.garden@yahoo.com,MELLY's Garden,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1063488-Reviews-MELLY_s_Garden-Jakarta_Java.html
51,"Jln. Hayam Wuruk No. 34A, Jakarta 10120 Indonesia",+62 21 3811092,,McDonald's - Hayam Wuruk,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6173266-Reviews-McDonald_s_Hayam_Wuruk-Jakarta_Java.html
52,"Jln. Cikini Raya 17, Jakarta 10330 Indonesia",+62 21 39835094,,Tjikini Sedap Rasa Segala,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6529271-Reviews-Tjikini_Sedap_Rasa_Segala-Jakarta_Java.html
53,"Jl. Teuku Cik Ditiro No. 50, Menteng, Jakarta Indonesia",+62 21 3106188,,Spumante,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8547987-Reviews-Spumante-Jakarta_Java.html
54,"Jl. Asia Afrika Lot 19 Senayan City, Ground Floor, Jakarta 10270 Indonesia",+62 21 72781530,info@coffeebean.com,Coffee Bean & Tea Leaf,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1049601-Reviews-Coffee_Bean_Tea_Leaf-Jakarta_Java.html
55,"Jln. Sumagung I no. 11 Kelapa Gading, Jakarta 14240 Indonesia",+62 811-1918-801,,Kopium Artisan Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8322271-Reviews-Kopium_Artisan_Coffee-Jakarta_Java.html
56,"Jl. Tebet Barat Dalam Raya No.27, Jakarta 12810 Indonesia",+62 21 8354735,,Almondtree,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d1023909-Reviews-Almondtree-Jakarta_Java.html
57,"Jl. Asia Afrika Lot 19 Senayan City, Level 5, Jakarta 10270 Indonesia",+62 21 72781209,tljsency_bakery@cj.co.id,Tous Les Jour Senayan City,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8758354-Reviews-Tous_Les_Jour_Senayan_City-Jakarta_Java.html
58,"Jl. Hayam Wuruk 114 Blok A No. 5 - 6, Hayam Wuruk, Jakarta Indonesia",+62 21 6393409,,Suisse Bakery,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7022772-Reviews-Suisse_Bakery-Jakarta_Java.html
59,"Kav. 68 Jln. Mega Oakwood Residence Ground Floor, Jakarta 13610 Indonesia",,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6488315-Reviews-Starbucks-Jakarta_Java.html
60,"Plaza Indonesia Jl. MH Thamrin Kav. 28-30, Jakarta Indonesia",,,J.Co Doughnuts,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3156548-Reviews-J_Co_Doughnuts-Jakarta_Java.html
61,"Jalan Cipete Raya No.2, Jakarta 12410 Indonesia",+62 21 75900570,sheila@jakartacoffeehouse.biz,Jakarta Coffee House,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7712404-Reviews-Jakarta_Coffee_House-Jakarta_Java.html
62,"Jln. Kebayoran Baru, Jakarta 12240 Indonesia",+62 21 72800011,,Pipiltin Cocoa,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4457984-Reviews-Pipiltin_Cocoa-Jakarta_Java.html
63,"Jl. Hayam Wuruk No. 108, Hayam Wuruk Hayam Wuruk Plaza 1, Jakarta Indonesia",+62 21 3846093,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6488096-Reviews-Starbucks-Jakarta_Java.html
64,"Jln. Kemang Timur No. 57, Jakarta 12730 Indonesia",+62 21 90277567,,The Reading Room,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6173434-Reviews-The_Reading_Room-Jakarta_Java.html
65,"Jln. Boulevard Barat Raya Wisma Benhil Mall Of Indonesia Lt. Gf, Jakarta 14240 Indonesia",+62 21 45846174,,"J.Co Donuts & Coffee - Mall Of Indonesia, Kelapa Gading.",https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5553013-Reviews-J_Co_Donuts_Coffee_Mall_Of_Indonesia_Kelapa_Gading-Jakarta_Java.html
66,"Jl. Barito II no. 56 La Maison Apartment Building, Jakarta 12130 Indonesia",+62 21 80658181,info@abraco.id,ABRACO,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d12175098-Reviews-ABRACO-Jakarta_Java.html
67,"Jln. Asia Afrika Debenhams Senayan City, Ground Fl, Jakarta 10270 Indonesia",(021) 727 816010,,Starbucks - Senayan City,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6173413-Reviews-Starbucks_Senayan_City-Jakarta_Java.html
68,"Jl. MH. Thamrin Kav. 28-30, Thamrin Plaza Indonesia Level 1 Unit 114, Jakarta Indonesia",+62 21 29923972,,Godiva,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6475859-Reviews-Godiva-Jakarta_Java.html
69,"Jl. Dr. Kusuma Atmaja No.79, Jakarta 10310 Indonesia",+62 21 7225678,info@1-15coffee.com,One Fifteenth Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d13272234-Reviews-One_Fifteenth_Coffee-Jakarta_Java.html
70,"Jln. M.H. Thamrin 81 Grand Indonesia Mall, Lantai Lower Ground, West Mall, Food Hall, Jakarta 10310 Indonesia",+62 21 39838805,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6564959-Reviews-Starbucks-Jakarta_Java.html
71,"Jln. Cikini Raya No. 16, Jakarta 10330 Indonesia",+62 21 31928989,,Cheesecake Factory - Cikini,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6173110-Reviews-Cheesecake_Factory_Cikini-Jakarta_Java.html
72,"Kav. 62, Kuningan Jl. H.R. Rasuna Said Setiabudi One Building, 1st Floor, Jakarta Indonesia",+62 21 5229228,,Anomali Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6475676-Reviews-Anomali_Coffee-Jakarta_Java.html
73,"Jl. Kemang Selatan 1 no. 20, Jakarta Indonesia",+62 877-7600-1721,,Goni Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7942569-Reviews-Goni_Coffee-Jakarta_Java.html
74,"Jln. M.H. Thamrin No. 1 Grand Indonesia, West Mall 5F, Jakarta 10110 Indonesia",+62 21 23581100,infocolettelola@ismayagroup.com,Colette & Lola Grand Indonesia,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d9585657-Reviews-Colette_Lola_Grand_Indonesia-Jakarta_Java.html
75,"Jl. Kemang Utara A No. 3 Graha BS 1st Floor, Jakarta 12730 Indonesia",+62 21 7183550,store@javara.co.id,Dapur Javara,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d16765208-Reviews-Dapur_Javara-Jakarta_Java.html
76,"Jln. Haji R. Rasuna Said Lantai Dasar Setiabudi Plaza, Jakarta 12920 Indonesia",+62 21 5210301,,The People's Cafe Setiabudi One,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d10165908-Reviews-The_People_s_Cafe_Setiabudi_One-Jakarta_Java.html
77,"Jl. Medan Merdeka Timur Gambir Rail Station Concourse, Jakarta 11110 Indonesia",+62 21 34834643,feedback@starbucks.co.id,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d12123713-Reviews-Starbucks-Jakarta_Java.html
78,"Jl. Panglima Polim Raya no. 23, Jakarta 12160 Indonesia",+62 21 29305356,,Woodpecker Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7791761-Reviews-Woodpecker_Coffee-Jakarta_Java.html
79,"Jl. Jenderal Sudirman no. Kav. 52-53, RT. 5/RW. 3 Galeries Lafayette, Pacific Place Mall, Jakarta Indonesia",+62 21 57973425,,Liberte French Brasserie,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d4979434-Reviews-Liberte_French_Brasserie-Jakarta_Java.html
80,"Jl. Casablanca No. 88 Mall Kota Kasablanka, Lower Ground Floor, Jakarta 14240 Indonesia",+62 812-1367-3232,puyodesserts@gmail.com,Puyo Silky Dessert,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d10038825-Reviews-Puyo_Silky_Dessert-Jakarta_Java.html
81,"Jl. KH Mas Mansyur Kav. 24 Apartment Pavilion Retail Arcade, RT.12/RW.11, Karet Tengsin, Jakarta 10220 Indonesia",+62 21 29023340,hello@kltrcoffee.com,KLTR Coffee Roasters,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d13956910-Reviews-KLTR_Coffee_Roasters-Jakarta_Java.html
82,"Jl. Margonda Raya No. 358 Margo City, Ground Floor GF 1, Jakarta Indonesia",,,Starbucks - Margo City,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5553410-Reviews-Starbucks_Margo_City-Jakarta_Java.html
83,"Jl. Sultan Iskandar Muda, Kebayoran Lama Gandaria City Mall, Upper Ground, Jakarta 12240 Indonesia",+62 21 29236218,,Pablo Cheese Tart,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d11946452-Reviews-Pablo_Cheese_Tart-Jakarta_Java.html
84,"Jln. Pangeran Jayakarta Dalam No. 141, Jakarta 10730 Indonesia",+62 21 23581805,,Churreria Spanish Chocolateria,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d3309510-Reviews-Churreria_Spanish_Chocolateria-Jakarta_Java.html
85,"Jl. Melawai VI no. 6, Jakarta 12160 Indonesia",+62 21 27455488,,Djule Kofi,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d10118927-Reviews-Djule_Kofi-Jakarta_Java.html
86,"Jln. Jendral Gatot Subroto 35 - 36 Berita Satu Plaza, Jakarta 12950 Indonesia",+62 21 5279054,,Maxx Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8698276-Reviews-Maxx_Coffee-Jakarta_Java.html
87,"Jl. KH Wahid Hasyim No. 79 - 81, Jakarta Indonesia",+62 811-2279-704,,Upnormal Coffee Roaster,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d12912980-Reviews-Upnormal_Coffee_Roaster-Jakarta_Java.html
88,"Jln. Metro Pondok Indah Pondok Indah Mall 2, South Skywalk, Unit S 226, Jakarta 12310 Indonesia",+62 21 75920857,,Saint Cinnamon - Sky Walk PIM 2,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6652692-Reviews-Saint_Cinnamon_Sky_Walk_PIM_2-Jakarta_Java.html
89,"Jln. Pluit Selatan I Emporium Pluit Mall, Jakarta 14450 Indonesia",+62 21 66676377,,J.Co Donuts & Coffee - Emporium Pluit,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5553015-Reviews-J_Co_Donuts_Coffee_Emporium_Pluit-Jakarta_Java.html
90,"Jl. Jenderal Sudirman Kav. 52-53 Pacific Place Mall Level 4, Jakarta 12190 Indonesia",+62 21 57973565,,Starbucks - Pacific Place,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6662641-Reviews-Starbucks_Pacific_Place-Jakarta_Java.html
91,"Jl. MH. Thamrin, Thamrin Anz Square, Lobby Floor, Jakarta Indonesia",,,Starbucks,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6489797-Reviews-Starbucks-Jakarta_Java.html
92,"Jln. Jendral Sudirman FX Sudirman 1st Floor, Jakarta 10270 Indonesia",+62 21 25554389,,QQ Kopitiam fX,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8651340-Reviews-QQ_Kopitiam_fX-Jakarta_Java.html
93,"Jl. Kemang Utara 33 Kav.1, Jakarta 12730 Indonesia",+62 21 22717775,7speedcoffee@gmail.com,7 Speed Coffee,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d13505523-Reviews-7_Speed_Coffee-Jakarta_Java.html
94,"Jl. MH Thamrin Kav. 28 - 30 Plaza Indonesia 2nd Floor, Jakarta 10350 Indonesia",+62 21 29924380,host01@gmail.com,Sevenfriday Space,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d11959047-Reviews-Sevenfriday_Space-Jakarta_Java.html
95,"Jln. M.H. Thamrin No. 24 Plaza Indonesia, Jakarta 10350 Indonesia",+62 21 29923580,,Kitchenette Plaza Indonesia,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5553086-Reviews-Kitchenette_Plaza_Indonesia-Jakarta_Java.html
96,"Kav. 28 Jl. Letjen S. Parman, Jakarta 11440 Indonesia",+62 21 56985064,,J.Co Donuts & Coffee - Central Park,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5553008-Reviews-J_Co_Donuts_Coffee_Central_Park-Jakarta_Java.html
97,"Jl. Asia Afrika Senayan City, Lantai Lower Ground, Jakarta Indonesia",+62 21 21889061,,SaladStop!,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d13131911-Reviews-SaladStop-Jakarta_Java.html
98,"Jl Sudirman Kav 52-53 Pacific Place Mall, Ground Floor, Jakarta 12190 Indonesia",+62 21 57973464,,Paul - Pacific Place,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d6835571-Reviews-Paul_Pacific_Place-Jakarta_Java.html
99,"Jl. Letjen S. Parman No. 31 Ciputra Mall, UG Fl Unit 1, Jakarta Indonesia",+62 21 5666742,,J.Co Donuts & Coffee - Ciputra Mall,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d5553009-Reviews-J_Co_Donuts_Coffee_Ciputra_Mall-Jakarta_Java.html
100,"Citywalk Sudirman, Ground Floor, Jl. KH Mas Mansyur Citywalk Sudirman, Jakarta 10220 Indonesia",+62 21 25556737,,Nosh Kitchen,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d11773934-Reviews-Nosh_Kitchen-Jakarta_Java.html
101,"Jl. Kelapa Kopyor Raya 14 Kelapa Gading, Jakarta 14240 Indonesia",+62 813-1058-1188,,Bakmi ho Liaw,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8088788-Reviews-Bakmi_ho_Liaw-Jakarta_Java.html
102,"Jl. Cikajang no. 61, Jakarta Indonesia",+62 21 7223712,,Kopi Kalyan,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d12620905-Reviews-Kopi_Kalyan-Jakarta_Java.html
103,"Jln. Abdul Mu""is 30, Jakarta 10160 Indonesia",+62 812-2927-7777,,D'Stupid Baker,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d7174254-Reviews-D_Stupid_Baker-Jakarta_Java.html
104,"Jln. Casablanca Kota Kasablanka Mall, Food Society,, Jakarta 12870 Indonesia",+62 21 29475170,catering@ismayagroup.com,The People's Cafe Kota Kasablanka,https://www.tripadvisor.com.my//Restaurant_Review-g294229-d8667508-Reviews-The_People_s_Cafe_Kota_Kasablanka-Jakarta_Java.html
